[-37.473784398539784, -11.281392239611097]
[-0.2865770226619494, 0.3678331208456118]
[1.9629769932802081, 1.0743338648140286]
[-0.0967660268829862, 3.375686862890702]
[-0.3288021859127508, -1.0134073258933907]
[0.6435177120435325, -2.322821793948319]
[0.27099835349545354, -0.44215449077094243]
[-1.8005013481309573, 1.2797862716186907]
[1.4392557862819877, -1.0124255143192866]
[1.0076632485074235, 1.7265020750626079]
[3.147589897031529, 0.44546675908059563]
[-2.924658448472619, -0.19180902089627028]
[1.1292879538798517, 1.2011381358774575]
[-0.7557147997496609, -1.3626436337949106]
[2.0404983666342438, -0.031888914308689675]
[-0.3976485087123859, -1.1813729579293053]
[3.9030230370246874, -1.8681681214194414]
[-2.10065313064221, -0.8706714022227817]
[-0.6217922164615957, -0.557285180040963]
[-0.547629882918923, -0.07608958069609262]
[-1.0474252626748075, -0.9392849688514828]
[-0.6446732592651859, 0.4035990882965428]
[-0.5187973544935808, -1.7976073826550967]
[-1.1401768377533903, 0.8538106462408368]
[-0.675044129868488, -0.6213925196761291]
[0.08760054220179941, 1.6173574453149364]
[0.8969560996265143, 0.6835346879471286]
[-2.2400519143959943, -0.3458254027190243]
[-2.231339540153742, -0.7682295885897209]
[-0.858800566190021, 1.4122340745120625]
[-1.1430477152262195, 0.3053412158480272]
[0.9247694940430533, 1.0034299670560387]
[1.0185027874276957, -0.30152896382094885]
[-0.705618179240729, 0.09745307133413217]
[-1.280382910115937, -1.4822008474394508]
[0.9271974884745404, 0.997120033497872]
[2.6502602536521875, 0.7302662268750407]
[-1.345892492511374, 0.5581540822727571]
[0.837841481349848, -0.43358748105766065]
[0.22455293283709005, -0.7093410601082202]
[0.3168519815367665, -1.194752137023405]
[-1.1166207778595294, -1.1228616391068766]
[0.9370179436109852, 0.6515432232583189]
[0.6167667255638206, 1.905624031754863]
[1.5733780418528132, 0.8182552676999049]
[-2.082248386225972, -1.1486251907379026]
[-0.4415714167803969, -0.7631949961523856]
[-0.8355026851801729, -0.17541891777946161]
[-0.027366799901118233, 1.9482378622254188]
[0.9381133559387184, 0.8551598507882385]
[0.03903203559991808, 0.5844418545933219]
[0.024204536823928646, -0.8084955966556823]
[0.23348834087649717, 0.35052485511579085]
[0.19543053724419762, -0.23638292941438122]
[0.175040348329903, -1.643276743714125]
[0.2998622455593576, -0.59142048581715]
[-0.4039407448881627, -1.0463826222318815]
[-0.4005017210354262, -0.34232759748313535]
[0.012319098488142721, -0.1265025805454542]
[-0.42632125153878464, 0.03382679613157491]
[-0.41131293579476425, -0.40549037227137635]
[0.5414748239934146, 2.287038694264415]
[0.7595672628844179, 0.04406461790996108]
[-2.100806980856487, 1.1541791586866557]
[-0.4607435858564133, -0.2854601018227154]
[0.8508507521236736, 0.27574453121606857]
[0.5398241902425545, 0.10625159075442703]
[-1.3033458305373211, -0.9390502022308977]
[-0.42578012771071294, -0.30495778633225257]
[0.03201218470026945, 0.12887789669238414]
[1.4355863262731856, -0.05881450540820643]
[-0.0966263284741753, 1.1368189753293398]
[0.2225492788590514, -0.3791320234797791]
[1.1511265158961574, 1.1426670175030724]
[-0.5181431423647328, 0.1716363568925361]
[1.6476460793056922, -0.08885664748942979]
[0.8495086083520493, 0.44616675065898215]
[-1.3080275016816054, 0.29699233352259324]
[-0.6683108922509446, -0.1550414343183183]
[1.0506440574778022, 0.250112421876044]
[0.8940132767409505, -0.8194208247727917]
[2.0898809021345106, -0.11309117116371681]
[1.8272133099820067, 0.15675493365785054]
[-0.1665933885664994, 1.1177422534674206]
[-0.4089771945334527, 0.5943546293229849]
[-1.081888796160086, -0.1808122566788436]
[-0.20550714345126675, 0.372279143257526]
[0.4627808392188847, 0.37260222030351975]
[0.804575141702295, -0.6150817990467258]
[-0.7434021572390254, -0.4389095442313417]
[-0.7065709804342888, 0.12334633486634106]
[0.7627452083489635, -0.446034694117764]
[0.2843244542623573, 0.4939035858774805]
[0.20705560452855148, 1.4323072039115035]
[-0.25460496827352463, -0.11687608016598738]
[0.23279080518987016, -0.07091527418119326]
[0.2730176093518695, -0.16993141721998872]
[-0.1898337864020983, -0.7922013882334619]
[1.1528346769512423, 0.16194413219520193]
[-1.1906044635595048, 1.4376656972842123]
[0.9068502350896746, -0.4685821789322183]
[-0.7273808186930613, 0.14114451487682322]
[0.025703413120012564, 0.4662594035582531]
[0.22100103532360754, -0.13730388606137878]
[-1.0219587729602058, -0.10704313949048583]
[-0.034974046138861015, 0.9335669026342235]
[0.056133388022324704, 0.008145199774735157]
[-0.36773972325797, 0.5140830884834985]
[-0.03147600851848997, 0.3241887849680847]
[0.1678977663328574, 0.436934645644944]
[-0.1426942417835042, -0.994457517758113]
[1.138191435535079, -0.28936189832559644]
[0.04267374523919065, 0.9778457058989392]
[-0.10061777604202604, -0.21443036421147232]
[0.12125094857218499, 0.9398255099729431]
[-0.13710868235509865, -0.1418096095596244]
[0.07546483882511046, 0.70737554390805]
[0.4277667409869778, -0.09303651793363277]
[0.7240289332342681, -0.3228698361770831]
[0.11159578520516522, 0.054681455569929094]
[-0.48823780255880267, 0.04868493147498659]
[-0.5360243016519783, 0.8593847140800007]
[0.1547978513067232, 0.5561353507293636]
[0.3828492325794748, -0.06199178666463867]
[0.1308736180497181, 0.7914912828771893]
[-0.5566847338214315, -0.613234374938618]
[-0.26090923757344553, -0.9584659950296103]
[-0.3276774455958664, 0.18579150884461582]
[0.8326699754810083, 0.16391890628033573]
[0.06105331060172342, -0.5362738989780086]
[0.3088108918952507, 0.5488977992606048]
[-1.1062189441605903, -0.029253647587329512]
[-0.14484206714019532, 0.09125537743942669]
[-0.9869198386037829, 1.0168628748993997]
[0.4906318182916758, -0.6383139891431777]
[-0.4022752206611928, 0.4615419846022899]
[0.5567675153780337, 0.06372693431437748]
[-0.09607954301465016, -0.8701767882334775]
[0.06886400209166166, 1.0116907938139656]
[-0.7740499989412033, -0.06842571852505586]
[-0.5161010170181833, 0.21524109341245487]
[-0.49195457817551874, -0.7117934747010211]
[-0.3135785927633815, -0.3726267458730148]
[-0.10143682426856082, -0.22897759248374905]
[0.6485797361259751, 0.04172843085916085]
[-0.007793717230714758, -0.22327657052053762]
[0.15356092315304515, 0.534263759335738]
[0.37729029342933973, -0.09409248652247704]
[-0.265037541820642, 0.011043276151143797]
[0.7335319480700208, -0.5044689432059608]
[0.18428518953534845, -0.07132864915726164]
[-0.9106497781745153, -0.11100828339432844]
[-0.22850028733671102, 0.25437706018005346]
[-0.22993765076617945, 1.0581703707472827]
[-0.08852407359376169, -0.1463909006143489]
[0.9539528430867246, -0.06396627003945543]
[0.1532560413042523, -0.46649895410003367]
[-0.486881712009848, -0.7233815558728823]
[0.14350557871864844, 0.08237844797236404]
[-0.9742246598743388, 0.3899601199740921]
[0.48631137208220904, -0.9668509483494211]
[-0.5229033605757935, -0.48088826813929686]
[-0.3828643046027812, -1.1966115988647328]
[0.717057519350349, -0.9290082406027891]
[0.047312008467681355, 0.4132460858852348]
[0.25631086128675873, 0.02877881188275211]
[-0.031517762577888186, 0.20846631329476223]
[-0.5614556922097873, -0.27694125968757477]
[-0.19198873469607924, -0.27379016391710986]
[0.024084051832325315, -0.6252797917179042]
[0.29610978549456113, -0.40494977859205805]
[0.09402003205253817, -0.24216915916192694]
[0.8548222611495974, 0.2391133398501552]
[-0.6025784920015949, -0.3396262818472302]
[-0.21867420742659371, 0.3745968130478472]
[0.754068787676397, 0.5432348195460208]
[-0.36338851963258034, 0.0370308760474171]
[0.5563457745215666, -0.1887103613868547]
[-0.252316823979316, -0.3852867373713681]
[-0.5978929366441627, 0.055670588637538376]
[0.27325585226454197, 0.037635671800816256]
[-0.2447740857116275, 0.6052147949152091]
[-0.2326617601482479, -0.24549124991171645]
[0.21028435730166617, -0.16844170705888467]
[-0.6772565342396557, 0.12362394460900736]
[0.39533760115764327, -0.23202487238658875]
[-0.7471402740773936, 0.40562740254216445]
[-0.014491958368140656, 0.6117324554143887]
[-0.12975670545950468, -0.11769229275683152]
[0.376208949712707, -0.11317608559558345]
[0.144150067482967, -0.36725980659251867]
[0.15577818585411995, -0.19266164989726436]
[0.24289930628446432, -0.4551815726163051]
[0.0849835146109309, 0.10514934304657264]
[0.06070425249014222, 0.0194164711688556]
[-0.05144564093401849, -0.4945986214173267]
[-0.239891034666726, 0.06419210071825496]
[-0.19849396877130926, -0.03143554635318824]
[-0.25296519925548344, -0.10591306873698358]
[-0.16046142471465097, -0.3152016517707087]
[0.7197764084050263, 0.15275759239865644]
[0.2926866383543194, -0.22012879467620317]
[0.5750728078595932, 0.40211198790223496]
[-0.1818767339476861, 0.18207197267771735]
[-0.3926973024389212, 0.16914912439645874]
[-0.25854327457974147, -0.11422919077095889]
[-0.020239239735258097, 0.04408691111407431]
[-0.14895962873424068, 0.28233638454198684]
[-0.07739076558508118, -0.24249010220728162]
[-0.1915631267943279, 0.5806703987920834]
[0.33232322734906705, -0.0673174602762687]
[-0.33360403304844516, -0.4550946521852909]
[0.20695890921073146, 0.01719073772803259]
[0.299772688827147, -0.18810000590607384]
[-0.36452301263830755, 0.13592950985354796]
[0.21654827536951526, -0.022873447520295742]
[-0.36528155566057796, -0.07415060321335268]
[-0.3224603807259475, 0.0799774445515164]
[0.4354662166631294, -0.5086418185760397]
[-0.07144394720170855, -0.31613137124183543]
[0.24903787107809938, -0.3830972616222951]
[0.39819100815129105, -0.5641196316684801]
[0.24098487647756073, 0.41931201731293877]
[0.06870571396089087, 0.30993550423585636]
[0.21617879733368262, -0.061092196342959926]
[-0.05750962566419204, 0.3108417930469918]
[-0.4944022964586069, 0.17147689815727166]
[0.28108049200936613, 0.15283135854063212]
[-0.06993240913848686, -0.004290738786436349]
[-0.03794577954981626, 0.2680263334895564]
[0.38359964434652516, -0.3564082736603184]
[-0.16835212052152881, -0.4305799524047704]
[0.46001540803735, 0.2423771875723579]
[-0.6419235931846791, -0.3219462059483966]
[-0.14018010970459438, 0.15319987555803788]
[-0.19452787540810312, 0.17792901303345626]
[0.22456577975467573, -0.4114411400499447]
[-0.3037480888959426, -0.487105217799018]
[0.07725044426551109, 0.013429498100194975]
[0.0750508427939014, 0.19299818101992727]
[-0.2841855185525636, 0.43212383721868897]
[-0.36838078627077364, 0.14801677989929718]
[-0.28859733841595736, 0.35635258559304994]
[0.11564811586484647, -0.21149352109753333]
[-0.01973831601575282, 0.4574397831121778]
[0.2503233655781326, -0.01599676325399413]
[0.10860354784975845, -0.10345605689466342]
[0.33476746050238737, 0.09419409058769163]
[-0.010228946694541552, -0.16725418189567742]
[0.4834885319705807, -0.32274879557485997]
[0.4522258291003337, -0.24252149043261745]
[0.025253704557752, 0.057377758105488175]
[0.004942589453070023, -0.18396924849656227]
[0.03544811112578827, 0.02613912753243053]
[-0.05514438688457257, -0.22690653578115194]
[-0.2619416357958214, 0.03725904027958282]
[0.062015083021232376, -0.3436046370522695]
[-0.13241187420471473, -0.1764086011918514]
[-0.05796743597129239, -0.07394522659729624]
[-0.09971151212271023, 0.10573812272363792]
[-0.02838657616972473, 0.4661626908991675]
[0.41099226208347917, 0.3778608444154642]
[0.03894934450220355, 0.05899379552695025]
[-0.15458400736915812, -0.1795941228700118]
[0.12386176873197163, -0.18120940181250556]
[-0.08413931337774128, -0.15820388012215514]
[0.1467456700768518, -0.2785866136705476]
[-0.08528688909339044, 0.4312210578901818]
[-0.07958014396021573, -0.22017589167031998]
[-0.2624127021730428, 0.38944146064148916]
[-0.5503410189138283, 0.2879112381142657]
[-0.15424599852617754, 0.03874643980871778]
[0.1198553193878028, 0.6030646550903506]
[0.15471022087343778, 0.29307296195442073]
[0.05885082866903746, 0.16172818849491472]
[-0.07497635551635373, 0.08822828254272913]
[-0.17027688447871547, -0.08282575009846294]
[-0.12870318342032494, 0.3667527358143571]
[-0.02678043642624739, -0.17953788139262905]
[0.337549820058915, -0.1704808411521599]
[0.007465456439005869, -0.01266863581550104]
[-0.4620288216068104, -0.21908543084722962]
[-0.09099000558521853, 0.45721517532333866]
[-0.21626253922250016, 0.675812745752239]
[-0.029556004749490383, 0.04736313459668484]
[0.2547061719446284, 0.2709739781581439]
[0.026540192941832186, -0.16374198615860547]
[-0.1042305138649684, 0.0032444751187018506]
[-0.09251862859546034, -0.0402655238001014]
[-0.036399941514584255, 0.25204870498640725]
[-0.020246072745490062, 0.14473715426055017]
[0.10520626280858991, 0.29968475039750964]
[0.005980983724358846, -0.02373281483030809]
[0.012515951906251988, -0.4827703461263801]
[0.08559715164311166, 0.09008639071856828]
[-0.15922011192501906, -0.0028708048512702256]
[0.12452361827263048, -0.11449775598337814]
[-0.234263640236274, 0.22172260164951926]
[-0.17081946410615556, -0.2566139714924813]
[0.14079579678968968, 0.2852573837515771]
[0.1105298042668198, 0.22933283101600815]
[0.36619946497350164, -0.26192150213418863]
[0.23567029305013687, 0.3023788210094145]
[-0.5403660108354569, -0.13929534888991146]
[0.17085181095999136, 0.01607249113574344]
[-0.573065030386657, 0.0522532564583158]
[0.10987646207414131, -0.09175520660876957]
[-0.307035661048949, 0.20999606065054136]
[0.23709928335109282, -0.007287283870879291]
[-0.07654107284040168, -0.057065887332153536]
[-0.13978311142995492, -0.13392090144841973]
[-0.22978718183148017, -0.03872494737813914]
[-0.22725432065628492, -0.03642772727840349]
[0.14822951682620655, 0.3363395760598148]
[-0.4321779374756881, 0.025102820651756397]
[0.17677366163262487, -0.10018466686164165]
[-0.16547423587928267, 0.05788057551089393]
[0.12791865791737456, -0.02689680333929273]
[0.21308845475007454, 0.34343968239350314]
[-0.3395467472418947, 0.03105013304532353]
[0.23175450351598814, 0.17189828808883512]
[-0.047293229725761, -0.011513037223311429]
[0.3247496989246997, -0.030031877351961722]
[0.2170160566767978, 0.17959685391155236]
[0.32171466029958595, -0.041502642821440394]
[0.3793612635282477, 0.29034214172644124]
[-0.23374704031349758, 0.3043279072196074]
[0.046836779380242444, -0.07266687275762801]
[0.10699188535888232, 0.02919543635206584]
[0.03951107311266433, 0.08244742528164939]
[0.3240785372163784, 0.22343254939276552]
[0.0026761618933588416, -0.011706162717346508]
[0.020112166444102908, 0.23462742376909534]
[-0.055670086725100654, -0.1833088966897418]
[0.11920261241159297, -0.2244239302259366]
[-0.10475051169030009, -0.5728664297413741]
[0.12177247170401906, -0.20238718623665225]
[-0.29348352292113156, -0.23589349873564136]
[-0.02473743961962288, 0.16213387655190392]
[0.07342573098648086, -0.12569164661506896]
[-0.07453098882273251, -0.03628141121259909]
[-0.142483617465211, -0.17492887195953047]
[-0.2960007810173893, -0.016703285236163157]
[-0.07491950318679602, -0.04131732544852304]
[-0.1166744427316887, 0.13875528633835266]
[-0.04274857095672546, 0.3049619394318716]
[-0.0016697262783993416, 0.046276117019240115]
[0.009686085753872753, 0.11471376248896248]
[-0.19207429219321198, 0.1106739475929936]
[-0.056346995633666075, 0.03619580208259002]
[0.26039319911554903, 0.02492899370099616]
[-0.057115010690971024, -0.2796158077395476]
[0.1187899627506554, -0.33011098238321773]
[-0.18888937228612296, -0.15053286489684028]
[-0.14320320941203113, 0.030369559224555476]
[0.18108028096058937, 0.3167605796815672]
[0.2036897333561148, 0.16330182272560678]
[0.08677742556484536, 0.09554061223182939]
[0.4218509122922144, 0.15722274091121669]
[-0.18290202967281, 0.31281349501571454]
[-0.007660941800768151, 0.04148215228997132]
[0.075789683328499, -0.006858046961129544]
[0.18696201163815762, -0.11887451172546748]
[-0.10180382641354119, -0.3852176561317978]
[0.1582793689942505, -0.12243840307890247]
[-0.001318192135167262, -0.4080146058284623]
[0.018133054518778002, 0.10007573451190171]
[-0.3250429462691207, 0.09634262464755847]
[-0.19944066861500637, -0.11484073415533858]
[0.052340836964281046, -0.04692108525690617]
[-0.06154121948370289, -0.08372285840637494]
[0.15109907623012253, -0.015865904379929567]
[0.0025776441974736386, 0.17068513187365583]
[0.035681441941862846, -0.02698597810322089]
[-0.21829261473633332, -0.009501441375526998]
[-0.20001127919697115, -0.24957823505625382]
[-0.13457816488899266, -0.08060001573834763]
[0.001887671968382132, -0.08291950064992412]
[-0.06834717269395751, 0.14933882789681274]
[0.0042851723233413574, -0.3033569414185911]
[-0.14110015302202372, 0.19527787465046303]
[0.14035534382949888, -0.21804961694944958]
[-0.092542092687877, -0.1147976475725816]
[0.03880048517503637, 0.04498552955702234]
[-0.10087963233822039, -0.07122167026252291]
[0.09169079735826663, 0.20957269507067258]
[-0.22060029796872055, 0.0011263625058084425]
[0.29513217965999117, -0.17944085940002588]
[0.09378791813350754, 0.010133255954189402]
[-0.23399413135356412, 0.015289570943588127]
[-0.07654293330947315, 0.009574044221360212]
[-0.15857391381742247, -0.29355222663135755]
[0.1717549346669982, 0.12079536008306369]
[-0.2661430612155632, -0.2139583514691776]
[0.16866806524071487, 0.03376088875617533]
[0.12445279649995161, 0.07114394858316411]
[-0.19375193152049308, -0.05830723524783121]
[0.2634747095625167, 0.108537821517869]
[-0.05820321116037375, 0.16767628297233894]
[0.24383650322579137, 0.10346674419526893]
[0.07756475079759406, -0.13724640357351553]
[-0.15796244218808164, -0.25123282325861684]
[0.18887413637297745, -0.18971735553367958]
[-0.02686565953663378, -0.1098159825575484]
[0.227801892478583, 0.030973260104276257]
[-0.004921111898381625, -0.04994810724881824]
[0.10024998166043597, -0.04915886560228011]
[0.1124915157617073, -0.02384652153364701]
[0.00848515144581552, -0.2405175169486965]
[0.27352527646431857, -0.12762385283002226]
[0.03358963729728276, -0.22566991786476598]
[0.10153291080890642, -0.011564209455420534]
[-0.16872840263714656, -0.11804709295616034]
[0.1088363405863183, -0.034708831601455006]
[-0.06296335244876233, 0.06372134965306026]
[0.06849421893932267, 0.07438372116347954]
[-0.11437445496405857, -0.1625310238122729]
[0.406949488677739, -0.1059937091497471]
[-0.1084033230278133, -0.11395507825420009]
[0.14625948144093237, -0.049345207885100634]
[-0.2701155683222118, 0.17374254198925176]
[0.1433098504379035, 0.03939617334589792]
[-0.22979388508746001, -0.06286916784231761]
[-0.058427329953398055, 0.0022170545516674786]
[0.033734416114499094, 0.011973744478566584]
[0.05343686670862452, 0.2521593504573187]
[0.018672949220698287, 0.11089676367762696]
[-0.037422157722143745, -0.10223292011509996]
[-0.16153640229164837, 0.031416072016291374]
[0.02223159378146078, -0.06539094604636829]
[-0.0923520446652571, -0.07011561619033035]
[0.11908815032287579, 0.09581316781387367]
[-0.06011257474577389, -0.014388779906375715]
[0.19501715359134064, -0.008149316921485641]
[0.0029648465312266115, 0.01910929048298976]
[6.034925321285467e-05, -0.17675489079803056]
[0.1793284897028578, -0.06723370330244893]
[-0.11962330060922988, -0.08317014104242351]
[0.11171223897655125, -0.1169871209947253]
[-0.08791136219334766, -0.010872187821605678]
[0.0015565400784423589, -0.21178662384505864]
[-0.018440842007273972, 0.11604669225039907]
[0.03254887928289926, -0.1093347354900685]
[0.06075511083767343, 0.02689169562191754]
[-0.014998519806286331, 0.04141140479664246]
[-0.003630417736590008, 0.03901160989087395]
[-0.20453528667152837, -0.060006025191185086]
[0.18105531890368054, 0.1270427221861248]
[-0.043707648392892845, -0.11694097492462652]
[0.19830634287184346, -0.07861301810049928]
[-0.17606886905335573, 0.0879473350074883]
[-0.10034848942691724, -0.08836840983515906]
[-0.03113903799910242, -0.1164726669823844]
[-0.0040997248238971995, 0.034540631180304565]
[0.18064183693019817, -0.0033910784417873208]
[0.1002851184333381, 0.14045765665399718]
[0.019112212262807182, 0.09526676932134232]
[0.015329067644999084, 0.14845307403509578]
[-0.0499147893246272, 0.156100179830037]
[0.17635810089087395, 0.011493447237184568]
[0.031800251473453445, 0.11958118649700128]
[0.049410146836432245, 0.11608134437935441]
[0.06637435626549804, 0.13587641341512435]
[-0.00483508139667993, -0.04963706406054272]
[0.11455131877417721, 0.20789683933941266]
[-0.0014868568416153694, -0.053352637003961007]
[0.07166323191515603, 0.02460274657784489]
[-0.11279411584463114, -0.044754063452590045]
[-0.17198470263975663, -0.1313130094564166]
[-0.043869441480969606, 0.050202476455522296]
[0.042288642867294335, 0.049588348744842525]
[0.06568181634027742, -0.08206645372466626]
[-0.016065392975622317, -0.028683045368569415]
[-0.1330606488199739, -0.1313044447949195]
[0.03520808084369281, 0.08657482411687084]
[-0.08125746690290495, -0.02559444227770577]
[0.03264208133168339, 0.10768639000449531]
[-0.19640622444823663, 0.056501290541134896]
[0.0969305688127497, -0.06363104057334967]
[0.005674952148491452, -0.050886089099796625]
[-0.07945557808862728, 0.02463056453127055]
[0.09369507480844064, -0.09983056159821782]
[-0.12196319612428544, -0.2934280522582023]
[-0.1969399059900998, -0.034404791848277466]
[-0.08501424489770146, -0.19413811090940702]
[0.034056875459278324, -0.05111415374519648]
[-0.06296462187597744, 0.046615431543317376]
[0.18328040353177155, 0.11345965626859297]
[0.027494390875002148, 0.03441749975209718]
[0.007763806542834317, -0.02815871031977832]
[0.06625720356397939, 0.03255504753916766]
[0.2202876984395699, -0.021970693500219976]
[0.04299100013619546, -0.0035335317113843745]
[0.15207423062329467, 0.12498189106090309]
[-0.012593612437904009, -0.2012026217595243]
[-0.16755039640293323, 0.012583380881794198]
[-0.05153899825068804, 0.09860610923784024]
[0.0003641729298439478, 0.06774067910607354]
[-0.061770476736198995, 0.0829990165177415]
[-0.14564862463575076, 0.04778771724947162]
[0.06662779338407522, 0.12334868696192683]
[-0.02727331714971809, 0.08051986010913069]
[0.19059867281711448, 0.22970232263716006]
[0.05374087381654133, -0.00645691551274552]
[-0.032322772310459394, 0.06672333534823013]
[-0.05333841071824563, 0.031040030467830076]
[-0.07949003871342959, 0.02814330615533045]
[-0.034653928784073, -0.08643750723140264]
[0.02525293651612616, -0.07496411022053495]
[0.01455323051475893, 0.004066548112753074]
[-0.13740734285267592, 0.03066699714249771]
[-0.015761833521621915, -0.09665481091308922]
[-0.12662752841810332, -0.06809681753617891]
[0.01259822271806385, -0.07257413017304211]
[0.04856223475322659, -0.07001057546463468]
[0.0437769044831334, 0.13076346421152235]
[-0.014080427137636867, 0.006231164525304034]
[-0.08167950621363027, 0.08844839227121447]
[-0.11444883896748562, -0.011453289817453582]
[0.05340503881266062, -0.09935262836765704]
[-0.1458500926806017, -0.08413072316231102]
[-0.00861339006386605, -0.13137172680764964]
[-0.20665582166180543, 0.02176515177482191]
[0.09871217071770305, 0.12033823015830211]
[-0.10482379062842676, 0.013370995958331244]
[-0.022599885788503526, -0.040489859620978993]
[0.0016385313803853468, 0.07667680899936369]
[0.02969091909156435, 0.0716467011259491]
[0.035900518378738804, 0.2708530356306083]
[-0.0701231153801001, 0.1376054705412388]
[-0.021983988939366976, 0.05250541864147984]
[0.01019464086263036, 0.03855776925040931]
[0.04782841394384553, -0.06094072402669487]
